"source","source_incident_id","occurred_at","fetched_at","lat","lon","nature","disposition","address","city","geocoded_at","geocode_quality","status","raw","geocode_attempts","geocode_locked_by","geocode_locked_at","last_changed"
"lee_county","26-355452","2026-07-02 18:30:45+00","2026-07-05 16:53:21.60105+00",26.349945014016,-81.779232701198,"ANIMAL","05-HANDLED BY DEPUTY","26620 OLD 41 RD","BONITA SPRINGS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355452"", ""city"": ""BONITA SPRINGS"", ""nature"": ""ANIMAL"", ""address"": ""26620 OLD 41 RD"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 14:30:45.0000000"", ""incidentNumber"": ""26-355452""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355438","2026-07-02 18:23:29+00","2026-07-05 16:53:21.60105+00",26.586836675184,-81.701507442906,"DISTURBANCE","05-HANDLED BY DEPUTY","4003 28TH ST SW","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355438"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""4003 28TH ST SW"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 14:23:29.0000000"", ""incidentNumber"": ""26-355438""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355437","2026-07-02 18:22:00+00","2026-07-05 16:53:21.60105+00",26.559824493576,-81.842837198439,"IDENTITY THEFT","08-REPORT TAKEN","6709 PLANTATION PINES BLVD","FT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355437"", ""city"": ""FT MYERS"", ""nature"": ""IDENTITY THEFT"", ""address"": ""6709 PLANTATION PINES BLVD"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 14:22:00.0000000"", ""incidentNumber"": ""26-355437""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355388","2026-07-02 17:58:34+00","2026-07-05 16:53:21.60105+00",26.608215636147,-81.651556997264,"HARASSMENT","05-HANDLED BY DEPUTY","1301 HOMESTEAD","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355388"", ""city"": ""LEHIGH ACRES"", ""nature"": ""HARASSMENT"", ""address"": ""1301 HOMESTEAD"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 13:58:34.0000000"", ""incidentNumber"": ""26-355388""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355338","2026-07-02 17:41:03+00","2026-07-05 16:53:21.60105+00",26.571562655143,-82.108508244181,"DISTURBANCE","05-HANDLED BY DEPUTY","5044 CURLEW DR","SAINT JAMES CITY","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355338"", ""city"": ""SAINT JAMES CITY"", ""nature"": ""DISTURBANCE"", ""address"": ""5044 CURLEW DR"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 13:41:03.0000000"", ""incidentNumber"": ""26-355338""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355295","2026-07-02 17:20:55+00","2026-07-05 16:53:21.60105+00",26.601616138807,-81.738161912736,"DISTURBANCE","05-HANDLED BY DEPUTY","2415 TED AVE S","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355295"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""2415 TED AVE S"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 13:20:55.0000000"", ""incidentNumber"": ""26-355295""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355287","2026-07-02 17:18:57+00","2026-07-05 16:53:21.60105+00",26.70315222819,-81.872176308847,"DISTURBANCE","10-GONE ON ARRIVAL","7708 MARX DR","NORTH FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355287"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""7708 MARX DR"", ""disposition"": ""10-GONE ON ARRIVAL"", ""occuredDate"": ""2026-07-02 13:18:57.0000000"", ""incidentNumber"": ""26-355287""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355236","2026-07-02 16:52:28+00","2026-07-05 16:53:21.60105+00",26.620880581248,-81.673358184061,"ANIMAL","05-HANDLED BY DEPUTY","2904 8TH ST W","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355236"", ""city"": ""LEHIGH ACRES"", ""nature"": ""ANIMAL"", ""address"": ""2904 8TH ST W"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 12:52:28.0000000"", ""incidentNumber"": ""26-355236""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355197","2026-07-02 16:33:06+00","2026-07-05 16:53:21.60105+00",26.588096979102,-81.605935881577,"FRAUD","15-WRITTEN DOCUMENTATION NON UCR","223 BECKLEY DR","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355197"", ""city"": ""LEHIGH ACRES"", ""nature"": ""FRAUD"", ""address"": ""223 BECKLEY DR"", ""disposition"": ""15-WRITTEN DOCUMENTATION NON UCR"", ""occuredDate"": ""2026-07-02 12:33:06.0000000"", ""incidentNumber"": ""26-355197""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355191","2026-07-02 16:31:29+00","2026-07-05 16:53:21.60105+00",26.584057966298,-81.639067901218,"DISTURBANCE","05-HANDLED BY DEPUTY","441 PADDOCK ST","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355191"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""441 PADDOCK ST"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 12:31:29.0000000"", ""incidentNumber"": ""26-355191""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355182","2026-07-02 16:28:43+00","2026-07-05 16:53:21.60105+00",26.5881357,-81.8177267,"FRAUD","08-REPORT TAKEN","14821 BEN C PRATT SIX MILE CYPRESS PKWY","FORT MYERS","2026-07-05 18:02:47.944917+00","nominatim:primary",,"{""id"": ""26-355182"", ""city"": ""FORT MYERS"", ""nature"": ""FRAUD"", ""address"": ""14821 BEN C PRATT SIX MILE CYPRESS PKWY"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 12:28:43.0000000"", ""incidentNumber"": ""26-355182""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355154","2026-07-02 16:12:59+00","2026-07-05 16:53:21.60105+00",26.6545647305,-81.668579271311,"DISTURBANCE","11-CONDITION CORRECTED","2713 44TH ST W","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355154"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""2713 44TH ST W"", ""disposition"": ""11-CONDITION CORRECTED"", ""occuredDate"": ""2026-07-02 12:12:59.0000000"", ""incidentNumber"": ""26-355154""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355122","2026-07-02 15:59:00+00","2026-07-05 16:53:21.60105+00",26.678493225449,-81.88398124209,"DISTURBANCE","11-CONDITION CORRECTED","24 MARIANA","NORTH FORT MYERS","2026-07-05 18:02:47.944917+00","AMBIGUOUS",,"{""id"": ""26-355122"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""24 MARIANA"", ""disposition"": ""11-CONDITION CORRECTED"", ""occuredDate"": ""2026-07-02 11:59:00.0000000"", ""incidentNumber"": ""26-355122""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355080","2026-07-02 15:39:06+00","2026-07-05 16:53:21.60105+00",26.592387912533,-81.891278649324,"DISTURBANCE","05-HANDLED BY DEPUTY","5529 GRANADA RD","FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355080"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""5529 GRANADA RD"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 11:39:06.0000000"", ""incidentNumber"": ""26-355080""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355064","2026-07-02 15:31:31+00","2026-07-05 16:53:21.60105+00",26.699826092847,-81.863943601824,"DISTURBANCE","05-HANDLED BY DEPUTY","7588 BREEZE DR","NORTH FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355064"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""7588 BREEZE DR"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 11:31:31.0000000"", ""incidentNumber"": ""26-355064""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354999","2026-07-02 15:06:52+00","2026-07-05 16:53:21.60105+00",26.7514593,-81.7491448,"BURGLARY - RESD","08-REPORT TAKEN","12529 MOONSTONE WAY","BABCOCK RANCH","2026-07-05 18:02:47.944917+00","nominatim:residential",,"{""id"": ""26-354999"", ""city"": ""BABCOCK RANCH"", ""nature"": ""BURGLARY - RESD"", ""address"": ""12529 MOONSTONE WAY"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 11:06:52.0000000"", ""incidentNumber"": ""26-354999""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354997","2026-07-02 15:06:00+00","2026-07-05 16:53:21.60105+00",26.48907489568,-81.784784711148,"THEFT MISD","08-REPORT TAKEN","10088 GULF CENTER DR","FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354997"", ""city"": ""FORT MYERS"", ""nature"": ""THEFT MISD"", ""address"": ""10088 GULF CENTER DR"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 11:06:00.0000000"", ""incidentNumber"": ""26-354997""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354994","2026-07-02 15:04:02+00","2026-07-05 16:53:21.60105+00",26.611541041119,-81.660466616715,"RECOVER VEHICLE","08-REPORT TAKEN","1530 LINDALE CIR","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354994"", ""city"": ""LEHIGH ACRES"", ""nature"": ""RECOVER VEHICLE"", ""address"": ""1530 LINDALE CIR"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 11:04:02.0000000"", ""incidentNumber"": ""26-354994""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354979","2026-07-02 14:57:57+00","2026-07-05 16:53:21.60105+00",26.708599701977,-81.727329402813,"ANIMAL LIVESTOCK","11-CONDITION CORRECTED","14040 PALM BEACH BLVD","FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354979"", ""city"": ""FORT MYERS"", ""nature"": ""ANIMAL LIVESTOCK"", ""address"": ""14040 PALM BEACH BLVD"", ""disposition"": ""11-CONDITION CORRECTED"", ""occuredDate"": ""2026-07-02 10:57:57.0000000"", ""incidentNumber"": ""26-354979""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354959","2026-07-02 14:51:12+00","2026-07-05 16:53:21.60105+00",26.689963347413,-81.913294216496,"DISTURBANCE","10-GONE ON ARRIVAL","443 SNEAD DR","NORTH FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354959"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""443 SNEAD DR"", ""disposition"": ""10-GONE ON ARRIVAL"", ""occuredDate"": ""2026-07-02 10:51:12.0000000"", ""incidentNumber"": ""26-354959""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354958","2026-07-02 14:51:08+00","2026-07-05 16:53:21.60105+00",26.529209977603,-81.871424722971,"DISTURBANCE","05-HANDLED BY DEPUTY","14600 TAMIAMI","FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354958"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""14600 TAMIAMI"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 10:51:08.0000000"", ""incidentNumber"": ""26-354958""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354911","2026-07-02 14:34:00+00","2026-07-05 16:53:21.60105+00",26.6633061,-81.8774363,"DISTURBANCE","08-REPORT TAKEN","13711 S TAMIAMI TRL","FORT MYERS","2026-07-05 18:02:47.944917+00","nominatim:primary",,"{""id"": ""26-354911"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""13711 S TAMIAMI TRL"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 10:34:00.0000000"", ""incidentNumber"": ""26-354911""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354885","2026-07-02 14:26:59+00","2026-07-05 16:53:21.60105+00",26.546183432926,-81.853768797746,"DISTURBANCE","08-REPORT TAKEN","6100 DANIELS PKWY","FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354885"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""6100 DANIELS PKWY"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 10:26:59.0000000"", ""incidentNumber"": ""26-354885""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354725","2026-07-02 13:23:00+00","2026-07-05 16:53:21.60105+00",26.677588057344,-81.869882703936,"DEATH INVESTIGATION","05-HANDLED BY DEPUTY","1180 OLD BRIDGE RD","NORTH FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354725"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DEATH INVESTIGATION"", ""address"": ""1180 OLD BRIDGE RD"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 09:23:00.0000000"", ""incidentNumber"": ""26-354725""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354715","2026-07-02 13:20:00+00","2026-07-05 16:53:21.60105+00",26.60594240757,-81.649016858106,"THEFT MISD","01-ARREST","1171 HOMESTEAD RD N","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354715"", ""city"": ""LEHIGH ACRES"", ""nature"": ""THEFT MISD"", ""address"": ""1171 HOMESTEAD RD N"", ""disposition"": ""01-ARREST"", ""occuredDate"": ""2026-07-02 09:20:00.0000000"", ""incidentNumber"": ""26-354715""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354700","2026-07-02 13:14:25+00","2026-07-05 16:53:21.60105+00",26.627425429843,-81.75926493393,"RECOVER FOUND GUN","15-WRITTEN DOCUMENTATION NON UCR","10550 BUCKINGHAM RD","FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354700"", ""city"": ""FORT MYERS"", ""nature"": ""RECOVER FOUND GUN"", ""address"": ""10550 BUCKINGHAM RD"", ""disposition"": ""15-WRITTEN DOCUMENTATION NON UCR"", ""occuredDate"": ""2026-07-02 09:14:25.0000000"", ""incidentNumber"": ""26-354700""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354696","2026-07-02 13:13:25+00","2026-07-05 16:53:21.60105+00",26.483877869577,-81.82718071681,"NARCOTICS","08-REPORT TAKEN","7628 CARRIER RD","FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354696"", ""city"": ""FORT MYERS"", ""nature"": ""NARCOTICS"", ""address"": ""7628 CARRIER RD"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 09:13:25.0000000"", ""incidentNumber"": ""26-354696""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354693","2026-07-02 13:13:14+00","2026-07-05 16:53:21.60105+00",,,"DISTURBANCE","10-GONE ON ARRIVAL","COLLEGE PKWY / SUMMERLIN RD","FORT MYERS",,,,"{""id"": ""26-354693"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""COLLEGE PKWY / SUMMERLIN RD"", ""disposition"": ""10-GONE ON ARRIVAL"", ""occuredDate"": ""2026-07-02 09:13:14.0000000"", ""incidentNumber"": ""26-354693""}",3,"tolga_ec2_2","2026-07-05 22:01:28.624706+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354679","2026-07-02 13:06:42+00","2026-07-05 16:53:21.60105+00",26.592643894852,-81.723645861556,"DISTURBANCE","05-HANDLED BY DEPUTY","4625 25TH ST SW","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354679"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""4625 25TH ST SW"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 09:06:42.0000000"", ""incidentNumber"": ""26-354679""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354677","2026-07-02 13:05:40+00","2026-07-05 16:53:21.60105+00",26.610825603495,-81.707282325164,"DISTURBANCE","05-HANDLED BY DEPUTY","4112 2ND ST SW","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354677"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""4112 2ND ST SW"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 09:05:40.0000000"", ""incidentNumber"": ""26-354677""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354615","2026-07-02 12:43:00+00","2026-07-05 16:53:21.60105+00",26.572599759623,-81.874239231039,"ANIMAL","08-REPORT TAKEN","5505 SECOND AVE","FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354615"", ""city"": ""FORT MYERS"", ""nature"": ""ANIMAL"", ""address"": ""5505 SECOND AVE"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 08:43:00.0000000"", ""incidentNumber"": ""26-354615""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354578","2026-07-02 12:27:46+00","2026-07-05 16:53:21.60105+00",,,"DISTURBANCE","05-HANDLED BY DEPUTY","1100 SHRIMP BOAT LN","FORT MYERS BEACH",,,,"{""id"": ""26-354578"", ""city"": ""FORT MYERS BEACH"", ""nature"": ""DISTURBANCE"", ""address"": ""1100 SHRIMP BOAT LN"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 08:27:46.0000000"", ""incidentNumber"": ""26-354578""}",3,"tolga_ec2_2","2026-07-05 22:01:28.624706+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354566","2026-07-02 12:21:54+00","2026-07-05 16:53:21.60105+00",26.671478571039,-81.822640815724,"ASSAULT/BATTERY","08-REPORT TAKEN","430 NEW YORK DR","FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354566"", ""city"": ""FORT MYERS"", ""nature"": ""ASSAULT/BATTERY"", ""address"": ""430 NEW YORK DR"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 08:21:54.0000000"", ""incidentNumber"": ""26-354566""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354547","2026-07-02 12:10:49+00","2026-07-05 16:53:21.60105+00",26.71192423238,-81.904680733546,"DISTURBANCE","05-HANDLED BY DEPUTY","8949 NORTH FORK DR","NORTH FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354547"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""8949 NORTH FORK DR"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 08:10:49.0000000"", ""incidentNumber"": ""26-354547""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354463","2026-07-02 11:22:00+00","2026-07-05 16:53:21.60105+00",26.706736754894,-81.712803236382,"ANIMAL","08-REPORT TAKEN","2563 NATURE POINTE LOOP","FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354463"", ""city"": ""FORT MYERS"", ""nature"": ""ANIMAL"", ""address"": ""2563 NATURE POINTE LOOP"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 07:22:00.0000000"", ""incidentNumber"": ""26-354463""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354383","2026-07-02 10:40:24+00","2026-07-05 16:53:21.60105+00",26.70315222819,-81.872176308847,"DISTURBANCE","05-HANDLED BY DEPUTY","7708 MARX DR","NORTH FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-354383"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""7708 MARX DR"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 06:40:24.0000000"", ""incidentNumber"": ""26-354383""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-354287","2026-07-02 08:11:01+00","2026-07-05 04:53:21.588592+00",26.70315222819,-81.872176308847,"DISTURBANCE","15-WRITTEN DOCUMENTATION NON UCR","7708 MARX DR","NORTH FORT MYERS","2026-07-05 06:03:05.33297+00","EXACT",,"{""id"": ""26-354287"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""7708 MARX DR"", ""disposition"": ""15-WRITTEN DOCUMENTATION NON UCR"", ""occuredDate"": ""2026-07-02 04:11:01.0000000"", ""incidentNumber"": ""26-354287""}",0,"tolga_ec2_1","2026-07-05 05:03:00.770991+00","2026-07-05 04:53:21.588592+00"
"lee_county","26-354193","2026-07-02 06:16:06+00","2026-07-05 04:53:21.588592+00",,,"ANIMAL LIVESTOCK","05-HANDLED BY DEPUTY","LAKEVILLE DR / TAMIAMI TRL","NORTH FORT MYERS",,,,"{""id"": ""26-354193"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""ANIMAL LIVESTOCK"", ""address"": ""LAKEVILLE DR / TAMIAMI TRL"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 02:16:06.0000000"", ""incidentNumber"": ""26-354193""}",3,"tolga_ec2_2","2026-07-05 10:03:23.84726+00","2026-07-05 04:53:21.588592+00"
"lee_county","26-354169","2026-07-02 05:47:41+00","2026-07-05 04:53:21.588592+00",26.607251187417,-81.650473427918,"DISTURBANCE","05-HANDLED BY DEPUTY","1245 HOMESTEAD","LEHIGH ACRES","2026-07-05 06:03:05.33297+00","EXACT",,"{""id"": ""26-354169"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""1245 HOMESTEAD"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 01:47:41.0000000"", ""incidentNumber"": ""26-354169""}",0,"tolga_ec2_1","2026-07-05 05:03:00.770991+00","2026-07-05 04:53:21.588592+00"
"lee_county","26-354072","2026-07-02 04:11:13+00","2026-07-05 04:53:21.588592+00",26.516723706425,-81.936460509966,"DISTURBANCE","08-REPORT TAKEN","15409 BELLAMAR CIR","FORT MYERS","2026-07-05 06:03:05.33297+00","EXACT",,"{""id"": ""26-354072"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""15409 BELLAMAR CIR"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 00:11:13.0000000"", ""incidentNumber"": ""26-354072""}",0,"tolga_ec2_1","2026-07-05 05:03:00.770991+00","2026-07-05 04:53:21.588592+00"
"lee_county","26-354020","2026-07-02 03:27:10+00","2026-07-05 04:53:21.588592+00",,,"DISTURBANCE","05-HANDLED BY DEPUTY","GUNNERY RD / STATE ROAD 82","LEHIGH ACRES",,,,"{""id"": ""26-354020"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""GUNNERY RD / STATE ROAD 82"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-01 23:27:10.0000000"", ""incidentNumber"": ""26-354020""}",3,"tolga_ec2_2","2026-07-05 10:03:23.84726+00","2026-07-05 04:53:21.588592+00"
"lee_county","26-354010","2026-07-02 03:16:16+00","2026-07-05 04:53:21.588592+00",26.483378459574,-81.833743807925,"DISTURBANCE","05-HANDLED BY DEPUTY","17434 DUMONT DR","FORT MYERS","2026-07-05 06:03:05.33297+00","EXACT",,"{""id"": ""26-354010"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""17434 DUMONT DR"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-01 23:16:16.0000000"", ""incidentNumber"": ""26-354010""}",0,"tolga_ec2_1","2026-07-05 05:03:00.770991+00","2026-07-05 04:53:21.588592+00"
"lee_county","26-353963","2026-07-02 02:43:51+00","2026-07-05 04:53:21.588592+00",26.480287127801,-81.833197326281,"DISTURBANCE","05-HANDLED BY DEPUTY","17597 ROCKEFELLER","FORT MYERS","2026-07-05 06:03:05.33297+00","EXACT",,"{""id"": ""26-353963"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""17597 ROCKEFELLER"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-01 22:43:51.0000000"", ""incidentNumber"": ""26-353963""}",0,"tolga_ec2_1","2026-07-05 05:03:00.770991+00","2026-07-05 04:53:21.588592+00"
